,time,train_loss,train_acc,test_loss,test_acc
0,0.5847022533416748,56.14979233425296,0.5333333333333333,65.66814868052721,0.47333333333333333
1,1.0106723308563232,52.69272176945381,0.5733333333333334,61.76867035584106,0.5
2,1.4381392002105713,48.85231124546389,0.62,57.04062262664966,0.5466666666666666
3,1.8619771003723145,45.093822113628796,0.6433333333333333,52.33871563567379,0.58
4,2.2841663360595703,42.24666268204993,0.6766666666666666,48.695748194571756,0.6333333333333333
5,2.7070720195770264,40.269433869486726,0.7,45.96564626751241,0.65
6,3.131338119506836,39.02268178736345,0.7066666666666667,44.04574773441394,0.6633333333333333
7,3.5552682876586914,38.24686850814744,0.7166666666666667,42.77622333732641,0.6766666666666666
8,3.9772133827209473,37.45015112114125,0.72,41.7519601651907,0.6933333333333334
9,4.400050163269043,37.31482862838405,0.72,41.34117407418038,0.7
10,4.823321104049683,37.23408245732776,0.73,41.09550959440051,0.7
11,5.246856212615967,37.154666953360504,0.73,40.96325436255429,0.7033333333333334
12,5.670453071594238,37.059829799201445,0.73,40.86413482623101,0.71
13,6.093662261962891,36.81629187446554,0.73,40.75759591869064,0.7133333333333334
14,6.516531944274902,36.61291566257779,0.73,40.648969876235704,0.71
15,6.938899278640747,36.42243782298614,0.73,40.549610914913046,0.7066666666666667
16,7.361879110336304,36.260483520860156,0.73,40.47889721698443,0.7066666666666667
17,7.7842302322387695,36.116331808487566,0.73,40.416534713607916,0.7066666666666667
18,8.206555128097534,35.985907259242076,0.73,40.3584257898016,0.7066666666666667
19,8.628041982650757,35.85263220008471,0.73,40.29114241286133,0.7066666666666667
20,9.050892114639282,35.700250483353194,0.73,40.195687567725535,0.7066666666666667
21,9.473745346069336,35.64478073961747,0.7333333333333333,40.17695492830672,0.7066666666666667
22,9.896541357040405,35.591396380456494,0.7366666666666667,40.1584205655347,0.7066666666666667
23,10.319488048553467,35.55831471990335,0.7366666666666667,40.143590177529646,0.7066666666666667
24,10.742240190505981,35.50508748067342,0.7366666666666667,40.138347529458,0.7066666666666667
25,11.165521144866943,35.434244810562035,0.7366666666666667,40.11633356344004,0.7066666666666667
26,11.587120294570923,35.370530152346916,0.7366666666666667,40.08515590215318,0.7033333333333334
27,12.01036024093628,35.31063807236992,0.7333333333333333,40.04361709451898,0.7033333333333334
28,12.431718349456787,35.244184659599114,0.7333333333333333,39.98748452320102,0.7033333333333334
29,12.853796243667603,35.1984591196114,0.7333333333333333,39.92587271973681,0.7033333333333334
30,13.276587009429932,35.166496632604115,0.7333333333333333,39.844494895368186,0.7033333333333334
31,13.700364112854004,35.13143608516261,0.7333333333333333,39.80762880893653,0.7033333333333334
32,14.122672319412231,35.07984547908661,0.7333333333333333,39.763778984494,0.7033333333333334
33,14.543793201446533,35.02261006351718,0.7366666666666667,39.71859927006369,0.7033333333333334
34,14.966174364089966,34.93473197102993,0.7366666666666667,39.66895247858154,0.7033333333333334
35,15.388970136642456,34.8211019145172,0.7366666666666667,39.58821850577123,0.7033333333333334
36,15.811467170715332,34.71397598468063,0.7366666666666667,39.45332527598017,0.7066666666666667
37,16.234487056732178,34.348823996101885,0.7366666666666667,39.180284484342906,0.7033333333333334
38,16.657060146331787,33.84268011406583,0.74,38.687499224669025,0.7066666666666667
